	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	feminicidio_case
4248	6066f3367542fb0dd7f9b168	6066efdd602993808cbd0902	60648ea2c6f11f34e1f3d723	IAH-20190311040135583-p84.arquivo.pt	0d3f98ce7a13885e8dbf4cc1cc1c8da6	https://arquivo.pt/noFrame/replay/20190311040808/https://sol.sapo.pt/artigo/649058/mulher-assassinada-em-corroios-ex-companheiro-e-o-principal-suspeito-do-crime		Mulher assassinada em Corroios. Ex-companheiro é o principal suspeito do crime	['Jornal Sol']	Uma mulher foi assassinada, esta quarta-feira, em Corroios, no concelho do Seixal.  De acordo com o Correio da Manhã, o ex-companheiro da vítima, que estará em fuga, é o principal suspeito do crime.  O mesmo jornal escreve que o corpo foi encontrado pelas 19h25 no hall das escadas de um prédio.  Esta pode tornar-se na 11.ª vítima mortal de crimes de violência doméstica desde o início deste ano.	sol	12	2019-03-11 04:08:08	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
15390	6066f3367542fb0dd7f9fe72	6066efdd602993808cbd560c	6064905cc6f11f34e1f3da8c	IAH-20120215050618-00202-p12.arquivo.pt	8df85273b556859851cc773641dbcaa5	https://arquivo.pt/noFrame/replay/20120215052242/http://www.jn.pt/paginainicial/pais/concelho.aspx?Distrito=Viseu&Concelho=Sernancelhe&Option=Interior&content_id=2270335		Mulher assassinada em Sernancelhe	['Sandra Ferreira']	O corpo da septuagenária foi encontrado por uma vizinha que entrou na casa da vítima e se deparou com sangue espalhado no chão, soube o JN.  O oficial de serviço ao Comando-Geral da GNR, em Lisboa, explicou à Lusa que os dados recolhidos na casa onde ocorreu o homicídio, de cujo suspeito principal é um familiar, apontam para que a idosa tenha sido golpeada com um objecto contundente, suspeitando as autoridades que se trate de "uma cadeira".  O suspeito do homicídio encontra-se na zona, mas ainda não foi detido por "não estarem recolhidos os elementos de prova que concluam a sua culpabilidade". Fonte policial revelou que "já havia antecedentes de desavenças familiares".  No local do crime está desde a tarde deste sábado uma equipa dos homicídios da Polícia Judiciária, a fazer a recolha de elementos de prova, em colaboração com a GNR.  *com Lusa	jornal_noticias	4	2012-02-15 05:22:42	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
12239	6066f3367542fb0dd7f9e73a	6066efdd602993808cbd3ed4	6064845ec6f11f34e1f3ce98	IAH-20151009231407-00776-p82.arquivo.pt	4abac6d28f75b7be5397464cd49abf77	https://arquivo.pt/noFrame/replay/20151010122915/http://www.publico.pt/local/noticia/mulher-assassinada-em-setubal-1683052		Mulher assassinada em Setúbal	[]	Uma mulher foi assassinada nesta quinta-feira, na casa onde residia, em Vanicelos, no Bairro do Liceu, em Setúbal, alegadamente pelo marido, numa situação de violência doméstica que perpetua a elevada tendência para este crime registada no ano passado na região.  A vítima mortal, de 52 anos de idade, era funcionária da Câmara Municipal de Setúbal. O suspeito do crime de homicídio é o marido, de 53 anos, bancário reformado.  A polícia foi chamada ao local às 4h45 desta quinta-feira, quando o crime estava já consumado, e deteve o marido, que foi conduzido ao hospital de São Bernardo, em Setúbal, sob detenção. O homem, que terá resistido à detenção, estava ferido por, alegadamente, ter desferido golpes de arma branca sobre ele próprio.  A PSP confirma em comunicado que o alegado homicida estava armado e atentou contra a própria vida: “Os polícias, numa acção concertada com o INEM e num momento de fragilidade do suspeito, conseguiram retirar-lhe a faca e manietá-lo. Este cidadão apresentava diversos golpes de faca no corpo tendo sido transportado, sob detenção, para o Hospital São Bernardo onde se encontra internado e sem correr risco de vida.”  No mesmo documento, a PSP informa que a vítima tinha apresentado denúncia por violência doméstica, “no âmbito de um processo de divórcio”, acrescentando que a queixa “foi avaliada nos termos do risco e de acordo com a vontade expressa pela senhora no momento em que se deslocou às instalações policiais”. Ainda de acordo com a PSP, “face ao baixo risco da situação, esta apenas ficou para acompanhamento e a vítima regressou por vontade expressa da mesma para a sua residência”.  A investigação do caso está entregue à Policia Judiciária, que esteve no local.  Este é o primeiro caso mortal de violência doméstica este ano na região de Setúbal. Em 2014 sete mulheres perderam a vida em situação considerada de violência doméstica, o que coloca o distrito como o que regista maior número de casos deste género.  Segundo o Observatório de Mulher Assassinadas, projecto da organização feminista UMAR - União de Mulheres Alternativa e Resposta -, entre Janeiro e 30 de Novembro do ano passado, sete mulheres foram vítimas de homicídio perpetrado por um familiar ou por alguém com quem tinham mantido ou mantinham uma relação intima.	publico	4	2015-10-10 12:29:15	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
1755	6066f3367542fb0dd7f9a054	6066efdd602993808cbcf7ee	606484c9c6f11f34e1f3cf4d	WEB-20191014175534902-p82.arquivo.pt	d7b416b9319b1ee06bc02ba6cba35a59	https://arquivo.pt/noFrame/replay/20191014175634/https://expresso.pt/sociedade/2019-05-02-Mulher-assassinada-em-Vila-Real-de-Santo-Antonio	2019-05-02 00:00:00	Mulher assassinada em Vila Real de Santo António	[]	O crime ocorreu esta tarde na casa da vítima, com a qual o suspeito mantinha uma relação sentimental  Uma mulher foi esta quinta-feira morta em Vila Real de Santo António por um homem com quem tinha uma relação sentimental, que entretanto já foi detido pela GNR, disse à Lusa fonte policial.  O crime ocorreu cerca das 12h30 na casa da vítima e o suspeito, que se colocou em fuga, acabou por ser detido pouco depois pela GNR em Monte Gordo, no concelho de Vila Real de Santo António, no Algarve, disse a mesma fonte.  Entretanto, foram destacados militares do Corpo de Intervenção para a área do posto da GNR onde está detido o alegado homicida, uma vez que começaram a concentrar-se no local familiares e amigos da vítima, acrescentou.  Fonte do Comando Distrital de Operações de Socorro (CDOS) de Faro disse à Lusa que no local do crime estiveram elementos dos bombeiros, da PSP e da Polícia Judiciária.  Fonte da Polícia Judiciária confirmou à Lusa que está a investigar o caso, mas escusou-se a adiantar mais pormenores.	expresso	8	2019-10-14 17:56:34	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
1787	6066f3367542fb0dd7f9a07d	6066efdd602993808cbcf817	60648497c6f11f34e1f3cf03	WEB-20191013191633754-p84.arquivo.pt	012e245e1dcac5a886c9328644922c87	https://arquivo.pt/noFrame/replay/20191013191651/https://www.publico.pt/2019/10/11/sociedade/noticia/mulher-assassinada-carrazeda-ansiaes-1889646	2019-10-11 00:00:00	Mulher assassinada hoje tinha 44 anos e dois filhos. É a 30.ª vítima de violência doméstica	['Ana Dias Cordeiro']	Uma mulher foi assassinada, nesta sexta-feira de manhã, em Samorinha, no concelho de Carrazeda de Ansiães, distrito de Bragança. Um homem, que se encontrava com a vítima, foi esfaqueado e ficou gravemente ferido. Foi transportado de ambulância para o Hospital de Vila Real.  A vítima, Maria Albertina Veiga Lopes, tinha 44 anos e é mãe de dois filhos ainda a viver na casa dos pais em Carrazeda de Ansiães. O filho mais novo tem 12 anos. A filha mais velha trabalhava com a mãe num restaurante da família na mesma localidade.  “Tratou-se de um crime passional e estão a ser desenvolvidas todas as diligências para apurar as circunstâncias”, confirma fonte oficial da PJ da directoria do Porto. O principal suspeito é o marido da vítima que entretanto foi detido pela pela Guarda Nacional Republicana, disse ainda o capitão Carlos Canatário desta polícia. O homem está sob custódia da PJ que ficou responsável pelo caso.  Não existem ainda números oficiais quanto às mortes em contexto de violência doméstica de 2019. Segundo um levantamento feito pelo PÚBLICO com base nas notícias publicadas desde o início do ano, são já 30 as pessoas assassinadas desde Janeiro de 2019: 24 mulheres e seis homens.  A dois meses e meio do fim do ano, o número está próximo do atingido durante todo o ano de 2018, quando foram registados 32 homicídios em contexto de violência doméstica de um total de 87 homicídios, segundo dados do Observatório de Imprensa de Crimes de Homicídio em Portugal, ligado à Associação Portuguesa de Apoio à Vítima (APAV).  O melhor do Público no email Subscreva gratuitamente as newsletters e receba o melhor da actualidade e os trabalhos mais profundos do Público. Subscrever ×  Contactados, a direcção nacional da PSP e o comando-geral da GNR disseram não estar autorizados a informar se a vítima alguma vez tinha apresentado queixa por violência doméstica.  O crime terá ocorrido pouco depois das 8 horas, à entrada da aldeia de Samorinha. Para o local foram enviados 16 meios humanos, apoiados por seis viaturas e foi accionado um helicóptero do INEM, mas não chegou a ser utilizado, confirma o Comando Distrital das Operações de Socorro de Bragança.	publico	17	2019-10-13 19:16:51	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
16525	6066f3367542fb0dd7fa0588	6066efdd602993808cbd5d22	60648c61c6f11f34e1f3d42d	IAH-20101204160148-00016-p12.arquivo.pt	1597559c5a26b64699924f04200e9fdd	https://arquivo.pt/noFrame/replay/20101204202214/http://sol.sapo.pt/inicio/Sociedade/Interior.aspx?content_id=6108		Mulher assassinada na estação da Amadora	[]	Uma mulher foi esfaqueada até à morte hoje de manhã na estação ferroviária da Reboleira, na Amadora, desconhecendo-se as motivações do crime, disse à agência Lusa fonte da PSP.  Segundo a mesma fonte, o crime ocorreu cerca das 9h, quando a vítima, empregada de limpeza na estação, estava a trabalhar.  «Houve várias pessoas que assistiram, incluindo a colega de trabalho que estava ali próxima», adiantou.  Um familiar da vítima disse à agência Lusa que a mulher, de 40 anos, era vítima de maus-tratos por parte do antigo companheiro, que é suspeito de «há pouco tempo» lhe ter incendiado a habitação onde residia, no bairro de Santa Filomena.  O caso foi entregue à Polícia Judiciária.  Lusa / SOL	sol	6	2010-12-04 20:22:14	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
2564	6066f3367542fb0dd7f9a529	6066efdd602993808cbcfcc3	606484cbc6f11f34e1f3cf55	IAH-20190729201344520-p84.arquivo.pt	decfc7b5622f11bd0cf868a713b4ecf2	https://arquivo.pt/noFrame/replay/20190729201419/https://expresso.pt/sociedade/2019-07-29-Mulher-assassinada-na-freguesia-do-Jardim-do-Mar-na-Madeira	2019-07-29 00:00:00	Mulher assassinada na freguesia do Jardim do Mar na Madeira	[]	Uma mulher, com cerca de 50 anos, foi assassinada durante a noite na residência onde vivia, na freguesia do Jardim do Mar, concelho da Calheta, zona oeste da Madeira, indicou esta segunda-feira fonte dos Bombeiros Voluntários da localidade  Segundo o comandante da corporação, o alerta foi dado pelo irmão da vítima, pouco depois das 01h, tendo os bombeiros deslocado para o local, no sítio da Piedade, uma ambulância e dois elementos.  "Quando chegámos, já era cadáver, já não havia nada a fazer", indicou, sublinhando que as autoridades policiais foram informadas, encontrando-se no local a Polícia Judiciária e a Polícia de Segurança Pública.  O crime terá ocorrido num quadro de violência doméstica e foi alegadamente cometido pelo companheiro da vítima, desconhecendo-se o modo como o praticou.	expresso	10	2019-07-29 20:14:19	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
4382	6066f3367542fb0dd7f9b28a	6066efdd602993808cbd0a24	6064a65ec6f11f34e1f3ead0	IAH-20190221045445926-p84.arquivo.pt	d43e91b2e346f412e45e675d449d05d5	https://arquivo.pt/noFrame/replay/20190221045704/https://www.jn.pt/justica/interior/amp/mulher-assassinada-na-golega-foi-morta-por-ex-companheiro-10590232.html		Mulher assassinada na Golegã foi morta por ex-companheiro	[]	Crime Mulher assassinada na Golegã foi morta por ex-companheiro  foto DR foto Global Imagens/Arquivo  Homem de 62 anos baleou mulher, de 53 anos, e seu acompanhante pelas costas quando saíam de uma danceteria, na Golegã. Assassino foi detido esta segunda-feira em casa da irmã.  Segundo um comunicado da Polícia Judiciária (PJ), o crime ocorreu ontem, domingo, pelas 23.30 horas, num parque de estacionamento de um estabelecimento de diversão na Golegã.  O agressor, "após um período de espera às vítimas terá disparado pelo menos dois tiros de caçadeira, atingindo-os pelas costas e provocando logo ali a morte da mulher e ferimentos no homem", pondo-se depois em fuga.  A vítima mortal, de 53 anos, era residente na zona da Chamusca e seria ex-companheira do assassino.  Esta manhã de segunda-feira, a PJ, através do Departamento de Investigação Criminal de Leiria, com a colaboração da GNR - Comando Territorial de Santarém, detiveram o presumível autor do homicídio em casa de uma irmã não tendo oferecido resistência. A arma foi apreendida.  O presumível de autor, de 62 anos de idade, empregado fabril e residente na zona de Torres Novas, vai ser presente às autoridades judiciárias para aplicação de medidas de coação.  Só este ano de 2019, ou seja, em menos de dois meses, já morreram dez mulheres em contexto de violência doméstica.	jornal_noticias	9	2019-02-21 04:57:04	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
10921	6066f3367542fb0dd7f9df66	6066efdd602993808cbd3700	6064a2aec6f11f34e1f3e935	IAH-20160518192903-00148-p84.arquivo.pt	b02d7b1519c26475df57bdedc7af2a42	https://arquivo.pt/noFrame/replay/20160518204247/http://sol.sapo.pt/noticia/499737/Mulher-assassinada-num-predio-no-centro-de-Guimaraes		Mulher assassinada num prédio no centro de Guimarães	['Jornal Sol']	Sociedade  Uma mulher de 34 anos foi assassinada, este sábado, no quarto de um prédio no centro de Guimarães, conotado com a prática da prostituição.  A vítima, de nacionalidade brasileira, tinha residência em Aveiro.  A Polícia Judiciária de Braga jã deteve um suspeito, que o Correio da Manhã diz ser namorado da mulher, e será ouvido por um juiz de instrução criminal na segunda-feira.  Ainda não são claros os motivos que levaram ao crime.  O Jornal de Notícias refere que a PSP de Guimarães recebeu o alerta por volta das 10h de ontem. Uma vez que corpo apresentava sinais de violência, nomeadamente sinais de estrangulamento, a PSP encaminhou o caso para a PJ.  O cadáver foi posteriormente retirado do local pelos Bombeiros de Guimarães e levado para a morgue do hospital, onde será autopsiado.	sol	8	2016-05-18 20:42:47	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1
5718	6066f3367542fb0dd7f9ba6d	6066efdd602993808cbd1207	60648dfbc6f11f34e1f3d679	IAH-20181027032722859-p84.arquivo.pt	9a8f6010fe20dd825bd7c378d44c5084	https://arquivo.pt/noFrame/replay/20181027032727/https://sol.sapo.pt/artigo/631264/mulher-assassinada-pelo-amante-que-tambem-era-seu-cunhado-ao-ameacar-revelar-a-relacao-video		Mulher assassinada pelo amante, que também era seu cunhado, ao ameaçar revelar a relação | Vídeo	['Jornal Sol']	O homem está em prisão preventiva, depois de ter confessado o crime e será julgado em dezembro  Uma mulher, de 28 anos, foi estrangulada até à morte pelo amante, que era também seu cunhado, depois de ameaçar contar tudo à esposa do homem. O caso aconteceu em julho, mas Michael Stirling confessou agora o crime.  O homicídio, que ocorreu em Badeeley Green, Stoke, no Reino Unido, terá ocorrido depois de Samantha Eastwood dizer ao amante que ia contar à sua esposa que eles mantinham uma relação extraconjugal, mas a história não fica por aqui. Samantha foi durante vários anos namorada e esteve noiva de John Peake, que era irmão de Katie, a mulher do suspeito.  Segundo o ‘The Sun’, quando terminou o relacionamento com John, Samantha quis tornar pública a relação extraconjugal – o que não terá agradado Michael.  Depois de várias discussões, a mulher chegou mesmo a expor que sentia receio aos seus colegas de trabalho.  "Se não aparecer no trabalho, chama a polícia", terá dito Samantha a uma das suas colegas, citada pelo ‘The Sun’.  A 27 de julho, no dia do crime, ao perceber que a mulher estava atrasada para a entrada do turno no trabalho, a colega decidiou chamar a polícia. Samantha foi encontrada posteriormente sem vida, no início de agosto, enterrada num terreno perto da casa do agressor, com várias marcas de estrangulamento.  Michael está em prisão preventiva, depois de ter confessado o crime e será julgado em dezembro.	sol	15	2018-10-27 03:27:27	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	1
